17:44:24.958 [atcher-4] INFO     a.e.s.Slf4jLogger - Slf4jLogger started
17:46:59.360 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Two id=32 zone=PLAY zonePos=2 some player=2 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Three,23,3,1)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Four,24,4,1)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Five,25,5,1)
17:46:59.360 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Three id=33 zone=PLAY zonePos=3 some player=2 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion One,31,1,2)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Two,32,2,2)
17:46:59.360 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Four id=34 zone=PLAY zonePos=4 some player=2 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Three,33,3,2)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Four,34,4,2)
17:46:59.360 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Five id=35 zone=PLAY zonePos=5 some player=2 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Five,35,5,2)
17:47:01.325 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:04.335 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:07.345 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:10.356 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:10.437 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!play 1, spot 1
17:47:10.438 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@23fce908)
17:47:12.331 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!bind
17:47:12.332 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter1)
17:47:13.366 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:16.376 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:16.777 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!play 1, spot 1
17:47:16.777 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@72f78f06)
17:47:17.134 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 5, target his 1
17:47:17.134 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!bind
17:47:17.134 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 1, target his 5
17:47:17.134 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!bind
17:47:17.134 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!att my 5, target his 1
17:47:17.134 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@5d868589)
17:47:17.134 [tcher-12] DEBUG         tph.ircLogic - received handled message (Bind(),voter1)
17:47:17.135 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@7c88a4c6)
17:47:17.135 [tcher-12] DEBUG         tph.ircLogic - received handled message (Bind(),voter2)
17:47:17.135 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@38f8a6f6)
17:47:18.268 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!bind
17:47:18.268 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter2)
17:47:19.388 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:19.806 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!att my 1, target his 5
17:47:19.807 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@79f59a23)
17:47:22.398 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:22.899 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!play 1, spot 1
17:47:22.899 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@2b6cbf23)
17:47:25.409 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:28.429 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:31.439 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:34.451 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:35.421 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!bind
17:47:35.421 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 5, target his 1
17:47:35.421 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!bind
17:47:35.421 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 1, target his 5
17:47:35.421 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter3)
17:47:35.421 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!play 1, spot 1
17:47:35.421 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@79901d2e)
17:47:35.422 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter3)
17:47:35.422 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!bind
17:47:35.422 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@6fdc3714)
17:47:35.422 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!att my 5, target his 1
17:47:35.422 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@3a2d8c4e)
17:47:35.422 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter4)
17:47:35.422 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@76b99150)
17:47:37.471 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:37.812 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!bind
17:47:37.812 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!att my 1, target his 5
17:47:37.812 [tcher-12] DEBUG         tph.ircLogic - received handled message (Bind(),voter4)
17:47:37.812 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@1ffae8c3)
17:47:38.977 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter5, login=~PircBot message=!play 1, spot 1
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter5, login=~PircBot message=!bind
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter5, login=~PircBot message=!att my 5, target his 1
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter5, login=~PircBot message=!bind
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter5, login=~PircBot message=!att my 1, target his 5
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 1, target his 5
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 5, target his 1
17:47:38.978 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!att my 5, target his 1
17:47:38.978 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@7476b98f)
17:47:38.978 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter5)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@d76b342)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message (Bind(),voter5)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@31c516f)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@5505f2be)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@14fe9350)
17:47:38.979 [tcher-13] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@2c2ace2e)
17:47:40.482 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:47:43.502 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:47:46.306 [tcher-16] DEBUG         tph.ircLogic - received handled message Direct Decide
17:47:46.309 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:48.309 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:48.309 [atcher-4] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:48.309 [tcher-10] DEBUG    t.r.ircLogicTests - received handled message CardPlayWithPosition(1,1)
17:47:48.310 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:48.310 [tcher-10] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:48.311 [tcher-16] DEBUG    tph.LogFileReader - Reader file changed to testsituations/normalsetupcommands.txt
17:47:48.413 [tcher-16] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=2 some zone=HAND zonePos=2 player=1 dstPos=1
17:47:48.413 [tcher-16] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=3 some zone=HAND zonePos=3 player=1 dstPos=2
17:47:48.413 [tcher-16] DEBUG       tph.GameStatus - received handled message HandPositionChange(2,2,1,1)
17:47:48.413 [tcher-16] DEBUG       tph.GameStatus - received handled message HandPositionChange(3,3,1,2)
17:47:48.413 [tcher-16] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=4 some zone=HAND zonePos=4 player=1 dstPos=3
17:47:48.413 [tcher-16] DEBUG       tph.GameStatus - received handled message HandPositionChange(4,4,1,3)
17:47:48.413 [tcher-16] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=5 some zone=HAND zonePos=5 player=1 dstPos=4
17:47:48.413 [tcher-16] DEBUG       tph.GameStatus - received handled message HandPositionChange(5,5,1,4)
17:47:48.413 [tcher-16] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=6 some zone=HAND zonePos=6 player=1 dstPos=5
17:47:48.413 [tcher-16] DEBUG       tph.GameStatus - received handled message HandPositionChange(6,6,1,5)
17:47:48.414 [atcher-9] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=7 some zone=HAND zonePos=7 player=1 dstPos=6
17:47:48.414 [atcher-9] DEBUG       tph.GameStatus - received handled message HandPositionChange(7,7,1,6)
17:47:48.414 [atcher-9] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=8 some zone=HAND zonePos=8 player=1 dstPos=7
17:47:48.414 [atcher-9] DEBUG       tph.GameStatus - received handled message HandPositionChange(8,8,1,7)
17:47:48.414 [atcher-9] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=9 some zone=HAND zonePos=9 player=1 dstPos=8
17:47:48.414 [atcher-9] DEBUG       tph.GameStatus - received handled message HandPositionChange(9,9,1,8)
17:47:48.414 [atcher-9] INFO     tph.LogFileReader - Hand_Position_Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some tag=ZONE_POSITION value=55] complete=False] entity=some id=10 some zone=HAND zonePos=10 player=1 dstPos=9
17:47:48.414 [atcher-9] DEBUG       tph.GameStatus - received handled message HandPositionChange(10,10,1,9)
17:47:48.414 [atcher-9] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=21 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=2
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message BoardPositionChange(21,1,2)
17:47:48.417 [atcher-9] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=22 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=3
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message BoardPositionChange(22,1,3)
17:47:48.417 [atcher-9] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=23 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=4
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message BoardPositionChange(23,1,4)
17:47:48.417 [atcher-9] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=24 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=5
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message BoardPositionChange(24,1,5)
17:47:48.417 [atcher-9] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=25 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=6
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message BoardPositionChange(25,1,6)
17:47:48.417 [atcher-9] INFO     tph.LogFileReader - Card Played: [Power] PowerProcessor.DoTaskListForCard() - unhandled BlockType PLAY for sourceEntity [name=Friendly Card One id=1 zone=PLAY zonePos=1 cardId=.+ player=1]
17:47:48.417 [atcher-9] DEBUG       tph.GameStatus - received handled message CardPlayed(Friendly Card One,1,1,1)
17:47:51.316 [atcher-2] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:47:52.311 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.311 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.311 [tcher-12] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:54.316 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.316 [atcher-9] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:54.317 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message NormalAttack(6,1)
17:47:54.317 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [tcher-12] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:54.317 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.317 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.318 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.319 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.320 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.321 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.322 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.327 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.328 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.329 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.329 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.329 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.329 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.329 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.330 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.331 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.332 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.333 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.334 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.334 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.335 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.336 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.336 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.337 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.338 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.339 [tcher-10] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=25 zone=some zonePos=55 some player=1 some tag=ZONE value=GRAVEYARD
17:47:54.339 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.339 [tcher-10] DEBUG       tph.GameStatus - received handled message CardDeath(some,25,55,1)
17:47:54.340 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:47:54.340 [tcher-12] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:47:54.458 [tcher-20] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=31 zone=some zonePos=55 some player=2 some tag=ZONE value=GRAVEYARD
17:47:54.458 [tcher-20] DEBUG       tph.GameStatus - received handled message CardDeath(some,31,55,2)
17:47:54.458 [tcher-20] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=32 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=1
17:47:54.458 [tcher-20] DEBUG       tph.GameStatus - received handled message BoardPositionChange(32,2,1)
17:47:54.458 [tcher-20] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=33 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=2
17:47:54.458 [tcher-20] DEBUG       tph.GameStatus - received handled message BoardPositionChange(33,2,2)
17:47:54.458 [tcher-20] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=34 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=3
17:47:54.459 [tcher-20] DEBUG       tph.GameStatus - received handled message BoardPositionChange(34,2,3)
17:47:54.459 [tcher-20] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=35 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=4
17:47:54.459 [tcher-20] DEBUG       tph.GameStatus - received handled message BoardPositionChange(35,2,4)
17:47:56.338 [atcher-4] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:47:58.316 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.316 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.316 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:48:00.319 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.319 [atcher-9] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:48:00.319 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message NormalAttack(2,4)
17:48:00.319 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.319 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
